"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DO","Diamond Offshore Drilling, Inc.","12.28","$1.69B","1995","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/do",
"DRH","Diamondrock Hospitality Company","11.92","$2.39B","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/drh",
"DSX","Diana Shipping inc.","4.11","$436.2M","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dsx",
"DSX^B","Diana Shipping inc.","21.7654","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dsx^b",
"DSXN","Diana Shipping inc.","25.5202","n/a","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dsxn",
"DKS","Dick&#39;s Sporting Goods Inc","37.25","$4.19B","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/dks",
"DBD","Diebold Nixdorf Incorporated","22","$1.66B","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/dbd",
"DLR","Digital Realty Trust, Inc.","112.35","$18.22B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dlr",
"DLR^G","Digital Realty Trust, Inc.","25.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlr^g",
"DLR^H","Digital Realty Trust, Inc.","27.38","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlr^h",
"DLR^I","Digital Realty Trust, Inc.","27.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlr^i",
"DGI","DigitalGlobe, Inc","33.5","$2.08B","2009","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/dgi",
"DDS","Dillard&#39;s, Inc.","62.68","$1.83B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/dds",
"DDT","Dillard&#39;s, Inc.","25.6","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/ddt",
"DIN","DineEquity, Inc","43.52","$782.5M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/din",
"DPLO","Diplomat Pharmacy, Inc.","15.23","$1.02B","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/dplo",
"DFS","Discover Financial Services","61.14","$23.24B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dfs",
"DFS^B","Discover Financial Services","25.61","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dfs^b",
"DRA","Diversified Real Asset Income Fund","17.79","$317.29M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dra",
"DNI","Dividend and Income Fund","12.62","$134.39M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dni",
"DLB","Dolby Laboratories","53.11","$5.42B","2005","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/dlb",
"DG","Dollar General Corporation","71.39","$19.58B","2009","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/dg",
"DDC","Dominion Diamond Corporation","14.07","$1.13B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ddc",
"DM","Dominion Energy Midstream Partners, LP","27.8","$2.76B","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/dm",
"D","Dominion Energy, Inc.","76.98","$48.42B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/d",
"DCUD","Dominion Energy, Inc.","50.85","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dcud",
"DRUA","Dominion Energy, Inc.","25.54","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/drua",
"DPZ","Domino&#39;s Pizza Inc","212.52","$10.22B","2004","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/dpz",
"UFS","Domtar Corporation","39.41","$2.56B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ufs",
"DCI","Donaldson Company, Inc.","46.99","$6.16B","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/dci",
"DFIN","Donnelley Financial Solutions, Inc.","23.52","$793.13M","2016","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/dfin",
"LPG","Dorian LPG Ltd.","8.3","$456.29M","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/lpg",
"DSL","DoubleLine Income Solutions Fund","20.94","$2.12B","2013","n/a","n/a","http://www.nasdaq.com/symbol/dsl",
"DBL","DoubleLine Opportunistic Credit Fund","24.98","$371.22M","2012","n/a","n/a","http://www.nasdaq.com/symbol/dbl",
"PLOW","Douglas Dynamics, Inc.","32","$722.91M","2010","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/plow",
"DEI","Douglas Emmett, Inc.","38.19","$5.9B","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dei",
"DOV","Dover Corporation","85.2","$13.26B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dov",
"DDE","Dover Downs Gaming & Entertainment Inc","1.1","$36.47M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/dde",
"DVD","Dover Motorsports, Inc.","2.05","$75.63M","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/dvd",
"DOW","Dow Chemical Company (The)","66.77","$81.57B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dow",
"DPS","Dr Pepper Snapple Group, Inc","91.4","$16.8B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/dps",
"RDY","Dr. Reddy&#39;s Laboratories Ltd","42.51","$7.05B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdy",
"DRD","DRDGOLD Limited","3.17","$136.76M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/drd",
"DHF","Dreyfus High Yield Strategies Fund","3.51","$255.2M","1998","n/a","n/a","http://www.nasdaq.com/symbol/dhf",
"DMB","Dreyfus Municipal Bond Infrastructure Fund, Inc.","13.43","$246.87M","2013","n/a","n/a","http://www.nasdaq.com/symbol/dmb",
"DSM","Dreyfus Strategic Municipal Bond Fund, Inc.","8.64","$424.68M","1989","n/a","n/a","http://www.nasdaq.com/symbol/dsm",
"LEO","Dreyfus Strategic Municipals, Inc.","8.99","$557.29M","1987","n/a","n/a","http://www.nasdaq.com/symbol/leo",
"DRQ","Dril-Quip, Inc.","52.05","$1.97B","1997","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/drq",
"DS","Drive Shack Inc.","3.1","$207.21M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ds",
"DS^B","Drive Shack Inc.","25.2101","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ds^b",
"DS^C","Drive Shack Inc.","24.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ds^c",
"DS^D","Drive Shack Inc.","24.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ds^d",
"DST","DST Systems, Inc.","61.32","$7.57B","1995","Technology","EDP Services","http://www.nasdaq.com/symbol/dst",
"DSW","DSW Inc.","16.88","$1.35B","2005","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dsw",
"DTE","DTE Energy Company","105.94","$19B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dte",
"DTJ","DTE Energy Company","25.55","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtj",
"DTQ","DTE Energy Company","25.3813","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtq",
"DTV","DTE Energy Company","54.64","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtv",
"DTY","DTE Energy Company","27.35","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dty",
"DCO","Ducommun Incorporated","31.99","$360.51M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/dco",
"DPG","Duff & Phelps Global Utility Income Fund Inc.","16.92","$641.77M","2011","n/a","n/a","http://www.nasdaq.com/symbol/dpg",
"DSE","Duff & Phelps Select Energy MLP Fund Inc.","7.26","$189.31M","2014","n/a","n/a","http://www.nasdaq.com/symbol/dse",
"DNP","Duff & Phelps Utilities Income, Inc.","11.27","$3.22B","1987","n/a","n/a","http://www.nasdaq.com/symbol/dnp",
"DTF","Duff & Phelps Utilities Tax-Free Income, Inc.","14.5899","$124.32M","1991","n/a","n/a","http://www.nasdaq.com/symbol/dtf",
"DUC","Duff & Phelps Utility & Corporate Bond Trust, Inc.","9.22","$253.5M","1993","n/a","n/a","http://www.nasdaq.com/symbol/duc",
"DUK","Duke Energy Corporation","84.35","$59.04B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/duk",
"DUKH","Duke Energy Corporation","25.59","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/dukh",
"DRE","Duke Realty Corporation","28.79","$10.24B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dre",
"DNB","Dun & Bradstreet Corporation (The)","110.2","$4.07B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dnb",
"DFT","Dupont Fabros Technology, Inc.","60.69","$4.72B","2007","Finance","Real Estate","http://www.nasdaq.com/symbol/dft",
"DFT^C","Dupont Fabros Technology, Inc.","28.269","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dft^c",
"DHG","DWS High Income Opportunities Fund, Inc.","14.94","$226.81M","2006","n/a","n/a","http://www.nasdaq.com/symbol/dhg",
"DXC","DXC Technology Company","78.71","$22.4B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dxc",
"DY","Dycom Industries, Inc.","87.94","$2.73B","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/dy",
"DLNG","Dynagas LNG Partners LP","15.32","$543.71M","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/dlng",
"DLNG^A","Dynagas LNG Partners LP","26.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlng^a",
"DYN","Dynegy Inc.","9.04","$1.19B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dyn",
"DYN.WS","Dynegy Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dyn.ws",
"DYN.WS.A","Dynegy Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dyn.ws.a",
"DYN^A","Dynegy Inc.","30.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dyn^a",
"DYNC","Dynegy Inc.","64.63","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dync",
"DX","Dynex Capital, Inc.","6.83","$336.07M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dx",
"DX^A","Dynex Capital, Inc.","25.5099","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dx^a",
"DX^B","Dynex Capital, Inc.","24.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dx^b",
"DD","E.I. du Pont de Nemours and Company","85.35","$74B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dd",
"DD^A","E.I. du Pont de Nemours and Company","89.656","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dd^a",
"DD^B","E.I. du Pont de Nemours and Company","103.1","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dd^b",
"ELF","e.l.f. Beauty, Inc.","24.95","$1.14B","2016","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/elf",
"SSP","E.W. Scripps Company (The)","18.85","$1.55B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/ssp",
"EGIF","Eagle Growth and Income Opportunities Fund","17.15","$123.15M","2015","n/a","n/a","http://www.nasdaq.com/symbol/egif",
"EXP","Eagle Materials Inc","94.13","$4.57B","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/exp",
"ECC           ","Eagle Point Credit Company Inc.","20.46","$369.8M","2014","n/a","n/a","http://www.nasdaq.com/symbol/ecc",
"ECCA","Eagle Point Credit Company Inc.","25.77","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/ecca",
"ECCB","Eagle Point Credit Company Inc.","25.97","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/eccb",
"ECCZ","Eagle Point Credit Company Inc.","25.6","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/eccz",
"ESTE","Earthstone Energy, Inc.","9.55","$561.35M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/este",
"DEA","Easterly Government Properties, Inc.","20.49","$760M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dea",
"EGP","EastGroup Properties, Inc.","85.02","$2.88B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/egp",
"EMN","Eastman Chemical Company","86.15","$12.56B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/emn",
"KODK","Eastman Kodak Company","9.3","$394.9M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/kodk",
"KODK.WS","Eastman Kodak Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kodk.ws",
"KODK.WS.A","Eastman Kodak Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kodk.ws.a",
"ETN","Eaton Corporation, PLC","80.38","$35.95B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/etn",
"ETV","Eaton Vance Corporation","15.589","$997.16M","2005","n/a","n/a","http://www.nasdaq.com/symbol/etv",
"ETW","Eaton Vance Corporation","11.85","$1.26B","2005","n/a","n/a","http://www.nasdaq.com/symbol/etw",
"EV","Eaton Vance Corporation","49","$5.66B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ev",
"EOI","Eaton Vance Enhance Equity Income Fund","14.04","$549.99M","2004","n/a","n/a","http://www.nasdaq.com/symbol/eoi",
"EOS","Eaton Vance Enhanced Equity Income Fund II","15.04","$716.73M","2005","n/a","n/a","http://www.nasdaq.com/symbol/eos",
"EFT","Eaton Vance Floating Rate Income Trust","15.27","$608.72M","2004","n/a","n/a","http://www.nasdaq.com/symbol/eft",
"EFF","Eaton vance Floating-Rate Income Plus Fund","16.87","$128.32M","2013","n/a","n/a","http://www.nasdaq.com/symbol/eff",
"EHT","Eaton Vance High Income 2021 Target Term Trust","10.19","$218.69M","2016","n/a","n/a","http://www.nasdaq.com/symbol/eht",
"ETX           ","Eaton Vance Municipal Income 2028 Term Trust","20.48","$221.85M","2013","n/a","n/a","http://www.nasdaq.com/symbol/etx",
"EOT","Eaton Vance Municipal Income Trust","22.24","$338.38M","2009","n/a","n/a","http://www.nasdaq.com/symbol/eot",
"EVN","Eaton Vance Municipal Income Trust","12.97","$308.46M","1999","n/a","n/a","http://www.nasdaq.com/symbol/evn",
"ETJ","Eaton Vance Risk-Managed Diversified Equity Income Fund","9.54","$607.38M","2007","n/a","n/a","http://www.nasdaq.com/symbol/etj",
"EFR","Eaton Vance Senior Floating-Rate Fund","14.95","$550.88M","2003","n/a","n/a","http://www.nasdaq.com/symbol/efr",
"EVF","Eaton Vance Senior Income Trust","6.63","$251.06M","1998","n/a","n/a","http://www.nasdaq.com/symbol/evf",
"EVG","Eaton Vance Short Diversified Income Fund","14.06","$251.4M","2005","n/a","n/a","http://www.nasdaq.com/symbol/evg",
"EVT","Eaton Vance Tax Advantaged Dividend Income Fund","22.36","$1.63B","2003","n/a","n/a","http://www.nasdaq.com/symbol/evt",
"ETO","Eaton Vance Tax-Advantage Global Dividend Opp","26.07","$378.81M","2004","n/a","n/a","http://www.nasdaq.com/symbol/eto",
"EXD","Eaton Vance Tax-Advantaged Bond","11.45","$111.43M","2010","n/a","n/a","http://www.nasdaq.com/symbol/exd",
"ETG","Eaton Vance Tax-Advantaged Global Dividend Income Fund","17.59","$1.34B","2004","n/a","n/a","http://www.nasdaq.com/symbol/etg",
"ETB","Eaton Vance Tax-Managed Buy-Write Income Fund","16.69","$412.42M","2005","n/a","n/a","http://www.nasdaq.com/symbol/etb",
"ETY","Eaton Vance Tax-Managed Diversified Equity Income Fund","11.76","$1.76B","2006","n/a","n/a","http://www.nasdaq.com/symbol/ety",
"EXG","Eaton Vance Tax-Managed Global Diversified Equity Income Fund","9.41","$2.84B","2007","n/a","n/a","http://www.nasdaq.com/symbol/exg",
"ECT","ECA Marcellus Trust I","2.35","$41.37M","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ect",
"ECR","Eclipse Resources Corporation","2.66","$698.48M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ecr",
"ECL","Ecolab Inc.","133.05","$38.59B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ecl",
"EC","Ecopetrol S.A.","9.31","$19.14B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ec",
"EIX","Edison International","78.07","$25.44B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eix",
"EDR","Education Realty Trust Inc.","39.34","$2.88B","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/edr",
"EW","Edwards Lifesciences Corporation","119.04","$24.97B","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ew",
"EHIC","eHi Car Services Limited","9.87","$690.49M","2014","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/ehic",
"EP^C","El Paso Corporation","49.75","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ep^c",
"EE","El Paso Electric Company","51.85","$2.1B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ee",
"EGO","Eldorado Gold Corporation","2.49","$1.98B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ego",
"ELVT","Elevate Credit, Inc.","8.59","$358.15M","2017","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/elvt",
"LLY","Eli Lilly and Company","84.23","$92.94B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lly",
"ELLI","Ellie Mae, Inc.","109.92","$3.74B","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/elli",
"EFC","Ellington Financial LLC","16.13","$517.98M","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/efc",
"EARN","Ellington Residential Mortgage REIT","14.63","$180.84M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/earn",
"AKO.A","Embotelladora Andina S.A.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ako.a",
"AKO.B","Embotelladora Andina S.A.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ako.b",
"ERJ","Embraer-Empresa Brasileira de Aeronautica","19.48","$3.58B","2000","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/erj",
"EME","EMCOR Group, Inc.","65.97","$3.91B","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/eme",
"EEX","Emerald Expositions Events, Inc.","22.27","$1.61B","2017","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/eex",
"EMES","Emerge Energy Services LP","9.04","$271.85M","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/emes",
"EBS","Emergent Biosolutions, Inc.","34.89","$1.43B","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ebs",
"EMR","Emerson Electric Company","60.6","$39.06B","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/emr",
"ESRT","Empire State Realty Trust, Inc.","20.52","$6.48B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/esrt",
"EIG","Employers Holdings Inc","43.75","$1.41B","2007","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/eig",
"EDN","Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)","30.64","$1.39B","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/edn",
"ENBL","Enable Midstream Partners, LP","15.27","$6.6B","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enbl",
"EEQ","Enbridge Energy Management LLC","15.69","$1.32B","2002","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eeq",
"EEP","Enbridge Energy, L.P.","16.3","$7.14B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/eep",
"ENB","Enbridge Inc","41.55","$68.1B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/enb",
"ECA","Encana Corporation","9.94","$9.67B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eca",
"EXK","Endeavour Silver Corporation","3.02","$384.92M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/exk",
"ENH^C","Endurance Specialty Holdings Ltd","26.91","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enh^c",
"NDRO","Enduro Royalty Trust","3.475","$114.68M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ndro",
"ENIA","Enel Americas S.A.","10.36","$11.9B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/enia",
"ENIC","Enel Chile S.A.","5.67","$5.57B","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/enic",
"EOCC","Enel Generacion Chile S.A.","24.19","$6.61B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eocc",
"EGN","Energen Corporation","51.39","$4.99B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/egn",
"ENR","Energizer Holdings, Inc.","47.76","$2.95B","2015","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/enr",
"EPC","Energizer Holdings, Inc.","71.86","$4.13B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/epc",
"ETE","Energy Transfer Equity, L.P.","18","$19.43B","2006","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ete",
"ETP","Energy Transfer Partners, L.P.","20.79","$28.46B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/etp",
"ERF","Enerplus Corporation","8.74","$2.12B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/erf",
"ENS","Enersys","73.02","$3.17B","2004","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ens",
"EGL","Engility Holdings, Inc.","29.65","$1.09B","2015","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/egl",
"E","ENI S.p.A.","30.37","$55.19B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/e",
"ENLK","EnLink Midstream Partners, LP","17.22","$5.97B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlk",
"ENLC","EnLink Midstream, LLC","18.05","$3.26B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/enlc",
"EBF","Ennis, Inc.","19.35","$491.82M","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/ebf",
"ENVA","Enova International, Inc.","16.45","$550.93M","2014","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/enva",
"NPO","EnPro Industries","73.15","$1.56B","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/npo",
"ESV","ENSCO plc","5.69","$1.69B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/esv",
"ETM","Entercom Communications Corporation","9.7","$394.91M","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/etm",
"EAB","Entergy Arkansas, Inc.","25","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eab",
"EAE","Entergy Arkansas, Inc.","25.02","n/a","2013","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eae",
"EAI","Entergy Arkansas, Inc.","24.53","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/eai",
"ETR","Entergy Corporation","75.9","$13.62B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/etr",
"ELC","Entergy Louisiana, Inc.","24.65","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elc",
"ELJ","Entergy Louisiana, Inc.","25.1924","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elj",
"ELU","Entergy Louisiana, Inc.","24.85","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/elu",
"EMP","Entergy Mississippi, Inc.","24.61","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/emp",
"ENJ","Entergy New Orleans, Inc.","24.98","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/enj",
"ENO","Entergy New Orleans, Inc.","26.1565","n/a","2016","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/eno",
"EZT","Entergy Texas Inc","27.19","n/a","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ezt",
"EPD","Enterprise Products Partners L.P.","27.73","$59.39B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/epd",
"EVC","Entravision Communications Corporation","6.65","$600.77M","2000","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/evc",
"ENV","Envestnet, Inc","38.85","$1.7B","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/env",
"EVHC","Envision Healthcare Corporation","62.23","$7.31B","2016","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/evhc",
"EVA","Enviva Partners, LP","28.7","$755.3M","2015","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/eva",
"ENZ","Enzo Biochem, Inc.","11.6","$538.33M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/enz",
"EOG","EOG Resources, Inc.","94.31","$54.44B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eog",
"EPE","EP Energy Corporation","3.71","$948.76M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epe",
"EPAM","EPAM Systems, Inc.","85.57","$4.44B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/epam",
"EPR","EPR Properties","73.81","$5.44B","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","28.9512","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","36.0763","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^e",
"EPR^F","EPR Properties","25.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^f",
"EQT","EQT Corporation","62.52","$10.87B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eqt",
"EQGP","EQT GP Holdings, LP","29.06","$7.73B","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqgp",
"EQM","EQT Midstream Partners, LP","76.77","$6.19B","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqm",
"EFX","Equifax, Inc.","142.72","$17.16B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/efx",
